year,variable,lon,lat,TG,PG,t1,t2,t3,t4,t5,t6,t7,t8,t9,p1,p2,p3,p4,p5,p6,p7,p8,p9,SPEI1,SPEI2,SPEI3,SPEI4,SPEI5,SPEI6,SPEI7,SPEI8,SPEI9,SPEIG
1982,X1001,105.2,35.6,13.389020291232335,446.07680457750524,2.4940638103158763,6.020882719019774,8.583013250244194,12.344391598159023,17.682757101054705,22.11214826414178,24.476542816385344,22.770953305334384,18.98487574114843,52.07873123793652,42.61610724644555,58.45401857344913,61.17477297396542,48.577242429405445,47.41425894786167,31.826375864937063,45.48896347358589,46.64902227184693,0.24537940725969198,-0.16842643163047274,0.24402693814049461,1.5340902893038646,-0.5299140986336766,-0.49097228256584685,-1.3091653143025817,-0.008660466741585568,0.9768129824696102,0.05479678036661092
1983,X1001,105.2,35.6,12.579571860323052,404.3657213192245,2.608324262326186,5.259654167142601,8.885868051544543,12.839942762868755,17.40012163154633,21.965071265938022,24.391014967149818,21.212378439083686,18.162400180991156,43.94192653235781,39.6296359488798,20.498766732231793,31.126011354481953,61.91011451349745,38.0440392663894,34.08183687849412,40.36526502958902,37.47805237243901,0.1243586326189154,1.5169736782466114,-0.5866159508522137,0.15429005055187112,-1.1472371412402353,1.520166442206532,0.18904344241411,-1.0818191232906198,0.9043062201346425,0.1770518056432904
1984,X1001,105.2,35.6,13.794995059433045,437.45825453630545,2.4834774854004245,7.223130110246225,10.043093075934266,14.731358497322208,18.35428049533933,22.476095919645925,24.883357546865497,24.68571640186175,18.909387081966774,36.03813460091934,51.22636469408957,64.90181467136382,49.26453555088447,49.90032796402098,35.981035298417964,34.57658184902776,42.22955133812374,45.34129626006892,0.10406073501027997,0.16595697447417668,1.6019076510169283,0.05868743844990988,1.0644226884109076,-0.03932933464491537,1.448903611625761,-1.8703974787472009,-0.5987317666784293,0.21505339099082424
1985,X1001,105.2,35.6,13.743213358503695,424.1361597897314,4.488437049214068,6.051266240725512,10.499914945474123,14.23366754092677,19.282132505554696,23.937177668224933,25.532392573464445,24.538258724212824,18.759548365532158,41.307737878468096,40.530639093913855,54.63568594853362,22.741634336186582,34.054458093593965,37.493703117848916,44.65002618970065,20.81185960855348,59.713453002530144,0.6001752363295938,1.9845823984585664,1.062214468922782,1.030379331152028,2.2506760310308676,-0.5709580868574299,-1.5034583992493944,-0.23235739649273984,-0.8249920538471605,0.42180683660523477
1986,X1001,105.2,35.6,13.282261855590221,388.99124038967636,3.7365659095534185,5.6926481352692,9.260723783135603,13.531527058296525,18.168621273886874,22.883888790204047,24.337974455178507,23.0699053556736,19.02592943154439,55.82946162445388,56.595787188598386,33.31850203899144,37.87677685176929,26.20628798470934,40.835598750150204,47.38248707696252,41.89323718706652,62.529757602669285,-0.4058433751113569,-1.088508555488929,0.5685042066678756,0.14993382849816042,0.5496425958003854,0.3037879307861897,0.24376576053087365,-2.1222988830425917,-0.726114027517346,-0.28079227987519323
1987,X1001,105.2,35.6,13.183870032818854,417.0814264826029,2.8251567220501013,5.514125042169007,9.66457603977247,12.278557291417933,18.733313558254594,22.652484543752507,24.556486085649425,22.049554442395117,18.536335873050053,47.16833491565191,55.95118147242765,64.18594867330225,62.22305957623183,47.46882244268849,46.323633803031505,52.66186356038254,35.19198118609481,31.83554930424121,-0.4725305920249986,1.2205689137145275,-0.3311282982824718,1.502580905809435,-2.7881128830850024,-1.5872064267876305,-0.12368873285569916,0.8881945413408756,-0.06962309872009259,-0.19566063009900628
1988,X1001,105.2,35.6,13.41673890220268,426.1303401897163,2.00642071468182,6.343194001754561,8.870527126332782,14.288365027974242,18.3603201678328,23.271267212065947,24.691345286984735,23.331399309756087,18.597748219857642,32.61803948551939,47.4081088483455,64.50821879775646,60.429751216522305,37.49757974965443,52.40467409001438,49.827614424110536,55.51969837780923,48.289344431857266,-0.2335039931301,1.3306307763606484,0.21639656827201,1.255464321946314,0.974386203344494,-0.3244872415189078,-0.1670002743571596,1.9298324339990223,0.19148232543991203,0.574800124484026
1989,X1001,105.2,35.6,13.186548630655988,382.9982688805991,3.9658545788621935,5.314783607533006,8.552875070232801,13.726216495645287,18.314347586700723,20.85816857404562,24.657497074424636,24.253101192930576,20.234428815161966,42.9043888495755,44.88185979106092,58.621331261303496,44.24258587832025,45.30878183975469,36.24917929464969,28.61161208182356,51.682242567154006,29.819660840833016,1.1406562429474632,-0.7881655588876596,0.2652339583982989,-0.3722717313582859,1.1746002379573404,0.300846402206581,1.9590953525071417,-1.0836776793595817,0.4138630815357569,0.33446447843856164
1990,X1001,105.2,35.6,13.543936752362852,442.1977428502769,4.82067368965121,6.01219117643668,8.625916425421085,13.970745407034714,18.211441251438252,22.16525277630622,25.380622614789548,23.06206476594187,18.240152490298744,49.45715508295836,58.59494150637353,54.94898056753154,46.788933419740935,46.41131788204572,37.531785923584366,41.53473165299302,42.58927168071472,47.640173121445194,1.9867630371691618,-0.6754694337864318,-0.2958290679056386,-2.0523984049766058,0.6005710943105073,-1.5774487938270054,-0.9065895221643572,1.042335368440993,-2.1049284295789623,-0.44255490581314877
1991,X1001,105.2,35.6,13.598368164958094,463.03718586660506,4.818723554110316,4.862293678166403,9.099148284766201,15.041917223680175,18.578320049292817,22.00935701754236,24.024379495112314,22.820323106104123,18.246630400617303,62.33078097189401,60.3262368931352,39.70587317914712,53.59443695444291,47.42697885667538,59.27298024844499,49.88497893510757,55.16382302539824,49.86252413781557,-2.1870859306382227,0.04700244536864444,-1.2717469495300868,0.7471284116768413,-0.6798278923997879,-0.6050126560729895,-0.008902825012302579,0.5777939542243806,-0.1697438177991287,-0.3944883622425169
1992,X1001,105.2,35.6,14.251873108818007,496.9527144594323,5.6242479825539995,6.064418129170993,9.066306343935723,15.22793592020863,18.918796880578185,23.28240615841961,25.754529191102144,22.968323988407885,20.555170073084007,63.96659156430333,58.739684093984984,64.12613577805716,60.78649366654373,56.38524942896103,52.13922505182465,47.82554552971243,58.08911108230393,58.828998870987,1.0831988026881991,0.20066000871919681,-0.8532015157805608,-1.576232847396656,-0.12756216200993092,-0.027458376689570886,-0.09809158279359968,-1.5305128973556241,1.0744651405355077,-0.20608171445367102
1993,X1001,105.2,35.6,14.059051898493513,398.06859341542037,4.703837587791236,6.821316587942838,10.089809559811666,13.300252997538252,20.349757126702332,23.363789045511297,24.85822193432388,24.677328215031842,20.356818688773636,39.258242245935826,51.144069165392374,63.661445420071566,33.06419537046969,38.73730782554385,38.251292906902435,42.646572342332284,42.130106353982534,47.237798106494985,-0.8203755201347369,-0.6226634888808933,0.3012904839825757,0.15491185973371044,0.8740798091601995,0.40935502492564035,0.7718466355607634,-1.1429520395415,-0.3834163111157828,-0.05088039403444709
1994,X1001,105.2,35.6,14.404351980353377,446.6831218620668,5.002266349590431,6.622539770083613,10.744620665896406,14.219628739130838,22.261615354774424,23.087427242425616,25.373695006158854,22.464482919989177,20.289365306429154,44.10892848782481,49.023516924557676,44.351052475855774,48.24462853192563,46.788987000467785,49.201040226867605,49.10344315813562,48.08940486981526,47.95268571921129,1.308518452326017,0.8814169197592583,0.8874423184465896,-0.7324488811117759,1.2568208318483642,1.1316445091958878,-0.553404328801565,1.5238520171998033,-0.6832259429997894,0.5578462106514211
1995,X1001,105.2,35.6,12.963187264637968,475.06103944612687,2.8675722402939074,5.744724516297954,8.359825534458615,11.953771255240333,18.948684695537143,20.83737241392135,22.714362855488076,21.422717752026486,15.727609425991904,42.39351610581464,31.090480354338176,52.42850509236025,30.42038643521207,41.841825746698646,76.10517990055511,56.235802344579255,53.312616692535805,36.57704013525997,-0.24559766594877117,0.048108563136617044,-1.605180795787059,0.12618068088061885,1.1912324570650992,-0.34825811883938024,-0.19723636840428496,-2.0420964154954233,-1.3992338686095869,-0.4968979480002412
1996,X1001,105.2,35.6,14.158078040571286,404.5379741367798,3.414308733017353,5.604011547794201,10.112105138970623,13.231345311878654,19.259291245347473,22.07007189887284,25.777278042231913,23.312433418699605,20.214292695716967,44.848337265401696,36.49221950902323,54.063269888798686,31.203695001944403,39.47800734280143,44.94790852686938,43.73699576009344,24.86280910926927,35.74219836684187,0.1682343424234322,-1.3198915593599103,1.2664292986658463,0.4951808887859862,-0.5142403907110707,-0.2202924653000638,1.8615641238318181,0.9359884508763173,0.38021914486617187,0.33924353711983635
1997,X1001,105.2,35.6,13.20379249182629,496.18445274583837,4.0457133469254725,5.085068181778393,8.764034036459263,13.053469340804872,17.24224314713271,21.827164045660417,24.814320903149905,21.757695470032235,17.952532992432474,56.26916558944708,56.16728623388199,43.34223632031445,43.3100769473781,66.02325968523255,42.886314932485796,65.21811542373307,50.30795270956379,65.92956936365806,-0.42107850540501407,-1.166471320616305,0.856554856393462,-0.01739122223019718,1.4485765853244514,0.892200085137838,-0.22942662894379623,-0.4496676016629738,0.02337234328724855,0.1040742879205237
1998,X1001,105.2,35.6,13.881084007143675,395.73005893072764,4.554635665563337,5.5631932136953575,9.542661811021025,13.448533337245673,19.065897821018375,22.327441925766994,24.989060095135912,26.094366464025175,18.838196439086605,39.62995916487214,27.293114266379614,44.47222579549932,32.877697115362565,40.2144253581429,45.486082484330055,26.660112049637107,45.544634071843205,47.01515830211907,-1.2971000196666516,-0.39230919212908744,-1.8306663621778045,1.5755009358424055,0.33056327654884465,-0.17958850097910234,-0.16343583065616263,1.1314436080657682,-0.09416555192061088,-0.10219529300804459
1999,X1001,105.2,35.6,13.972326708510302,491.7451824146198,3.695392990108543,5.098218448904916,9.312726248707405,15.11525777606174,19.045469355321547,22.570461677894563,25.75124221234963,24.77069261705203,18.591808494185152,44.91898523076992,38.933067591012325,36.69946439236205,51.98848908316445,45.706394131256495,73.22309769968628,55.223731148574664,35.216858169112825,68.82564635672504,0.1617103094175957,0.7049794803731054,0.6820347768334102,0.29655656728653923,0.5233426304345435,0.23876067172970541,-1.106385905965437,0.36673219814247404,1.0239055049925403,0.3212929148049419
2000,X1001,105.2,35.6,13.790977434941674,453.05208872279024,4.126648751100123,7.24349908607696,9.588777194381866,13.557374104725481,18.697432042824275,22.709064574858722,22.972883266178233,23.276889561768417,19.030885488178292,50.25655582252038,42.34572942722759,43.69132844744511,46.78298968622933,42.32340316117471,45.20861486476491,44.94521977441357,59.29282943527068,60.50303365460968,0.9335850943946729,0.4267017991752182,-0.7083224844135482,0.9598304499937307,-0.31425058651942994,0.02305220825947024,1.3382205319305884,0.08399285613164036,0.2472840302376188,0.33223265546555125
2001,X1001,105.2,35.6,13.344888205601364,450.4803717506741,2.5608828877593797,6.154439930695686,9.197208863863084,11.555953131987676,18.05847212355069,22.16246057497263,24.733268386463838,23.881298118119098,18.082676809824413,60.18205658750253,18.382821352434725,42.913484658711496,38.92973193059192,37.51153953311457,59.6504383524389,58.34507862921228,42.29567443486157,61.83394467856339,0.10146689245241805,-0.4216841007751528,-0.6929227963724369,-0.7782717264630926,0.4727748574495346,0.6501549009670022,0.23850121218790918,-2.050217677383097,0.2963586560529044,-0.24264886465377902
2002,X1001,105.2,35.6,14.17115862561552,404.231775781422,4.205759059934203,4.680051186174922,9.187183376271703,13.911770347023099,18.923357710402634,23.4525021230152,24.22161831639199,23.89819377391898,18.77933480128479,50.19474649328342,59.12506943717465,62.12384495159209,29.23024128517776,44.43449983598676,33.78934865104368,44.26719223862894,49.143834549650826,45.729550740525454,-0.04901169879446085,1.4830391747653016,0.7209893917039087,-0.27265446153778367,0.024211360895293473,0.8708978067893992,0.6097905060392789,-0.4250761037008216,-1.7752428411035694,0.13188257056183847
2003,X1001,105.2,35.6,13.506137002890922,436.8391690005406,2.0769155207477175,5.384221404477779,9.143281661940899,14.305539245328685,17.45170194411056,20.960721819770132,24.170424409602838,24.013947508165742,19.362071882032804,39.44441527890508,53.24032292046637,37.42338096688097,41.04941078880999,54.21363270478216,55.71919087002295,38.543877951769325,53.28666867387436,29.852687311999013,-0.20265890716555396,-1.1342480262783414,-0.8076993401971515,-1.2760773521443496,0.5536263953389848,0.5538744704318675,-0.6912004453327776,0.37558230644359847,0.26127255313537523,-0.263058705085372
2004,X1001,105.2,35.6,13.963619298266622,517.3268079833431,3.2909164045547334,5.975063370837131,9.657709674830175,13.666195286562285,19.091148901539807,22.728102738114906,24.275277890192832,24.063001296634408,19.90948461566981,66.90842024237867,59.511201326680776,50.12678830460438,59.34505244658837,68.32718667605306,69.39264906586354,61.07762703825763,53.837184440931495,55.45322894826496,0.7720459273385046,0.6863462148712504,-1.7576996121379838,0.6586175647922772,0.7112883400295278,-0.8871914250052731,-0.7649811162236813,-0.7571640981176355,-0.6802628025228472,-0.22433344521954013
2005,X1001,105.2,35.6,13.483300165122305,443.5236771820779,2.8547246461082967,5.426993096249273,9.085245138683108,13.687442182239657,17.674806536264743,22.67951246503948,24.795124977877258,24.145375833281207,20.05751543663483,28.35939087324425,52.483551919517794,42.18878015971903,30.029821846674828,57.69671480885299,62.60240741473548,45.36413147079386,51.389571538006535,48.63964117415486,0.43419766809319615,0.8805357489235972,0.3449373356933971,0.34576992946015894,1.2597365428716338,-0.16466222217661836,0.9230645712989498,-0.8220004221915188,1.6070849467167019,0.5342960109654997
2006,X1001,105.2,35.6,14.38013015694916,414.8496186443416,2.6884916392774274,6.379881583244241,9.43468262993256,14.619837839492957,20.54106521518954,23.50817799118635,25.23772006548954,24.653894480145848,19.60865031383706,22.465760987071036,48.503770712298646,52.297175632770475,43.50098572866644,55.87999285299861,44.81765632576355,53.764389696397615,68.82545314221505,45.130490781328795,-1.942132165918247,-0.3365917240756086,-1.7258900047900703,0.6112378264403967,1.3093509740330906,0.6958796617175403,0.3203082127462699,-0.6449254575247576,1.5756497459664778,-0.015234770156100938
2007,X1001,105.2,35.6,14.421310484799728,442.378782269182,4.585198740036984,6.510612371719732,10.783083623967256,13.930648741550444,20.641510432002462,23.54318228709888,25.901354045177726,24.074456662664183,19.721245311658468,26.335673766844316,37.97020924532753,48.83906649804449,35.92846692934244,73.54733866856078,32.47238489081523,52.61220552026849,65.7109295646508,53.96606862402996,-0.31022755338137453,-0.5521440838327852,0.6732554887726439,-0.8002706810425464,-0.11948610980875449,0.6911986057180803,-0.30787902657630095,0.08751001018871311,-0.30408629254901026,-0.10468107139014829
2008,X1001,105.2,35.6,13.767080958597253,478.56601938888576,4.8815339510636475,5.513720995474569,9.554620031654387,13.624761487413355,19.19812357749788,22.042840746404032,24.696260714155184,23.97744820273257,19.280714678107053,25.36562940550644,57.20803425000576,56.632469773511474,63.251284521316975,47.911362002113684,47.990470101629974,65.19916802101767,37.54243509282855,69.46490506813464,2.5558944592278263,0.47745168470488547,0.8140984735766132,-1.489581707099344,-0.6945597866975727,1.0578625471721022,0.3618153469822339,-0.18142746302677085,0.2328691323395445,0.34826918746439095
2009,X1001,105.2,35.6,14.392790593728106,419.2761719565186,4.369633837746715,6.363744693888958,9.550967408599355,14.651666296095387,20.835659325418582,24.77836029787706,24.211671157046702,24.849295569629497,19.933193618452727,42.48113670026565,36.94424098137812,33.378098186785586,42.13920354000176,50.086332694574196,45.00565957082951,40.476910445870494,34.09467501499307,50.093403912385035,1.0665424469694555,-0.9269219720344919,0.448428964148724,-1.8794752439104008,-0.6574661089412417,0.7296041195157613,-1.1177672093896212,-0.6044367248124309,1.417966828436699,-0.16928054444639404
2010,X1001,105.2,35.6,13.931862407898983,396.84220723082944,4.39254109744352,7.495649258423218,9.740126450063688,14.546851096153862,20.008477751990988,23.19230413820344,24.715928086950935,23.230801016998594,17.79169363916213,55.21059603224134,45.903150038622144,57.4215880054326,53.98283174470031,37.92387338092713,32.22471158219973,48.220274410572436,37.768509737791106,47.86046999121049,-0.7311519376614082,-0.8612252531972743,-0.14099080954071416,0.9341006204079838,0.3065398953135771,1.1783751486717822,-1.2335617030552273,-1.0570771415322984,-0.08916369916031532,-0.18823943108376606
2011,X1001,105.2,35.6,15.126280553317228,457.9714445424949,4.272990359681445,7.0653681909510615,11.302852385958234,14.671331956868421,20.616900546162434,24.001123642785384,25.886815978749492,26.13448598307121,18.758551831589003,41.267662642430274,42.71262624586941,42.408905360290234,43.59818560736346,55.77047563918542,61.85104434438068,60.0461286668361,40.69009479498712,49.811537074578474,0.4522652134748237,0.24000295228544274,1.3057473995092346,-0.6753342355440102,0.156319421100823,-0.39323071490608835,0.2510750190895232,-1.0788969126896963,-0.928937720957575,-0.07455439762639142
2012,X1001,105.2,35.6,14.002955656084605,408.4532275537981,5.241294268590816,6.943277187520951,9.832835919513451,14.14130229145221,17.727406841596288,22.859521778843433,25.130647426733987,24.919503026805586,19.26439943182458,49.71259253817753,48.361320847926635,48.07370384714329,31.416100191072257,41.216115267019006,59.732559935837436,53.62265637651446,50.32603694107342,46.05084504266261,0.6594413957456623,-0.9448894089528124,-1.5800595620137574,-0.3820865522349683,0.5379230577237781,0.10782988226861115,1.01395867884495,0.35145051656046883,0.044842196214342094,-0.021287755093747293
2013,X1001,105.2,35.6,14.860993981606253,476.29503113829867,4.7825209406306985,5.978554092793391,10.135104787801842,14.73183307097893,19.56754487468429,25.187203845510773,24.51688666245055,24.80958775209488,19.008012791687666,54.08968881560814,56.74431845539774,48.87270038233858,58.2264842632928,50.93540072141469,51.12771399891593,48.74278287228852,59.42991301379345,54.306684763540105,1.573239629782792,1.2700248768243845,0.5537746075705778,-2.1594416461000474,-1.4843283120406374,0.9862505727898264,-0.4756385595250576,0.23484375767829108,-0.6304753999997247,-0.014638941446621737
2014,X1001,105.2,35.6,14.572154652206496,469.3195977637802,3.6044524605380026,5.921297511816466,9.241171921541126,14.758880501669513,18.239930315542637,23.279289296287583,25.987843569432737,26.218628999946464,19.866889326036457,64.67546939350258,54.73821039935101,55.2390560676035,50.03739299602142,48.31392064471701,63.890403489180315,55.89336550200302,55.50958542259892,46.06486936944269,-0.3450417314284374,2.0674904829790592,-0.06750183042827537,1.3261680595919987,-0.5202517113340795,0.8015441715482821,0.28979559884561235,-0.40371310534313537,0.6485628985444821,0.42189475921950076
2015,X1001,105.2,35.6,13.782622436443008,453.9848571568467,4.412145013972324,6.001080986933162,10.831361393646093,13.728142072688152,18.663311088722082,23.066654059729405,25.476787438619144,24.238494848004994,18.601331976712927,40.49048345452984,57.07755446577947,42.547049163584894,42.26000822671364,43.89633014588936,51.01984997388614,42.47979726341125,39.085881538466,43.854342461738455,-0.1833318104609036,0.45428446814507467,0.06726691076374067,-1.0804620952488755,0.2286621315710562,0.32275552139599994,-0.45496319041455213,-0.7962460588279633,-0.7966301540623809,-0.24874047523764486
2016,X1001,105.2,35.6,14.222275073261777,519.569681457435,3.5110171462293396,6.435074407004881,9.650992996163442,13.81748858063352,18.657365921744656,23.863236981987036,25.525561336096423,24.118800032349135,19.624623030581592,65.16462155912006,49.2228141423666,63.20248873821197,50.55364776216553,66.10931687831689,65.1319494002472,61.76699511334943,55.63070119414131,52.468871975170664,-0.26362869867309485,0.7691547640535308,-0.6823310456676803,0.04967123997034232,-1.7476291693217696,0.26037465852430103,-1.0355284174209507,-1.3181367318350532,0.5187148819406414,-0.3832598353810815
2017,X1001,105.2,35.6,14.554135012053523,413.2649004140797,4.312458471438077,8.370962026018878,10.39881957763515,14.39316218943145,20.075979235377318,23.623904881868206,26.34407777185958,24.776094053559234,20.163006326084226,50.35162639807941,52.3713599164675,45.4917925697693,48.14360004092212,43.20796733622518,51.96001734209448,32.45793542257762,53.17968516711164,55.898575770453164,0.74176177791472,-0.10409771951661516,0.505229211106964,-0.7765786679437585,0.8371022139010417,-1.0992152905917023,0.5937311212495301,0.5326573946133885,0.40672783626369546,0.18192420855525152
2018,X1001,105.2,35.6,14.326166542301095,461.40664931870174,2.8563546522501824,6.947943992195462,10.479316869927427,15.166933480334578,19.48620573023433,24.796718659708866,24.57271107554258,24.81369239710235,18.617362950976517,50.003543675313495,58.6911313562825,57.52170874196076,72.06279228343251,47.753338146220756,64.12741892131757,48.72440360855383,44.258404597008756,35.03786986568551,0.16267062590215062,-0.5213056056161282,0.8475173698289039,-0.5284007549344323,-0.4766015575819446,0.3546552764309387,1.7212157981393923,-1.0886498809361485,1.0176128047319954,0.16541267510719193
2019,X1001,105.2,35.6,14.889642119918147,422.1621611852626,5.429975147932819,6.6622209788561655,12.786752883138346,14.799965886514084,19.95397339476028,23.62900883259749,24.534878881908917,24.679119416015595,20.075271697149272,61.91613301492983,51.82647807632817,45.01308492103554,47.506338725838695,50.1803104624455,43.11724621257317,53.72927696639113,63.15778837922932,43.27541941340714,1.2075302658503617,0.876326304231321,0.5372448610538645,0.1119256185568647,0.33778387098271057,-0.21739317387180876,1.8368685037265968,-0.7184031557554633,1.1349446942859343,0.5674253098955979
